iter	Logloss
132	0.2399246144
133	0.2388174452
134	0.2379430548
135	0.2368409988
136	0.2356026626
137	0.2348908161
138	0.2338338275
139	0.2327308014
140	0.2320339671
141	0.2310003233
142	0.2299545045
143	0.2290016935
144	0.2281204869
145	0.2270082143
146	0.2256903749
147	0.2246543433
148	0.2238853064
149	0.2228348461
150	0.2220421702
151	0.2213010955
152	0.2203011977
153	0.219281112
154	0.2184124549
155	0.2177944145
156	0.2166681143
157	0.2160995077
158	0.2152645329
159	0.2144941056
160	0.2135214688
161	0.2126132057
162	0.2114417925
163	0.2107324064
164	0.2098950321
165	0.2091941022
166	0.2087636327
167	0.2079326748
168	0.2070313005
169	0.2063806494
170	0.2051600218
171	0.2042283701
172	0.2035608253
173	0.2025931411
174	0.2016400751
175	0.200567293
176	0.1995340932
177	0.1989056836
178	0.1982018762
179	0.1973530114
180	0.1971169009
181	0.1965264525
182	0.1958211427
183	0.1953799707
184	0.1946556768
185	0.1935514784
186	0.1927341661
187	0.1919945819
188	0.1914562686
189	0.1907113978
190	0.1899638149
191	0.1895517948
192	0.1884266245
193	0.1877772295
194	0.1871172036
195	0.1861811702
196	0.1853376989
197	0.1844336312
198	0.1838569918
199	0.1832670539
200	0.182877159
201	0.1821755057
202	0.1815081169
203	0.1813002657
204	0.180722939
205	0.1800823686
206	0.1794480358
207	0.1790068783
208	0.1784046058
209	0.177974108
210	0.1776506052
211	0.1770379218
212	0.1763645911
213	0.175921341
214	0.1751088959
215	0.1741862157
216	0.1736347807
217	0.1729107287
218	0.1724293717
219	0.1720328986
220	0.1714368318
221	0.1708209157
222	0.1704712572
223	0.1699781599
224	0.1694287462
225	0.1687126983
226	0.1680245052
227	0.1674639966
228	0.1667464213
229	0.1662098043
230	0.1655074967
231	0.164991612
232	0.1646175135
233	0.1640018622
234	0.1635480156
235	0.1631823135
236	0.1628351486
237	0.1624126151
238	0.1618019643
239	0.1613604619
240	0.1608744155
241	0.1603673671
242	0.15988829
243	0.1595328889
244	0.1592087849
245	0.1586843331
246	0.158162122
247	0.1575259646
248	0.1571037216
249	0.1565415071
250	0.1559697138
251	0.1554844597
252	0.1547848974
253	0.1540095475
254	0.1537324787
255	0.1531410968
256	0.1525811002
257	0.1522445053
258	0.1520366521
259	0.1516112441
260	0.1512394282
261	0.1507089777
262	0.1502603592
263	0.1498476663
264	0.1494566338
265	0.1491146069
266	0.1486812799
267	0.1483441753
268	0.1478498785
269	0.147265999
270	0.1469262271
271	0.1463798216
272	0.1460225526
273	0.1455771357
274	0.1452067741
275	0.1446512777
276	0.1443768265
277	0.1441533483
278	0.1439997045
279	0.1435666918
280	0.1432948922
281	0.1431040648
282	0.1428009606
283	0.1425787592
284	0.1419790749
285	0.141657712
286	0.1410315461
287	0.1406604528
288	0.1402735628
289	0.1401294893
290	0.1396317212
291	0.1393809182
292	0.1389667165
293	0.1383325625
294	0.1379749075
295	0.1378137706
296	0.1374804139
297	0.1370490761
298	0.1366938467
299	0.1364699446
300	0.1362812806
301	0.1357662436
302	0.1354097414
303	0.1349703957
304	0.1346901366
305	0.1343911385
306	0.1339647488
307	0.13357672
308	0.1332345331
309	0.1326116063
310	0.1322595934
311	0.1320968278
312	0.1318461923
313	0.1314148267
314	0.1311042481
315	0.1307516738
316	0.1302845646
317	0.1301402789
318	0.1298183008
319	0.1294203987
320	0.1291266633
321	0.1286226865
322	0.1282463709
323	0.1277658492
324	0.127505751
325	0.1272502388
326	0.1269686866
327	0.1266431203
328	0.1264252772
329	0.1261778815
330	0.1256759614
331	0.1252714924
332	0.1247600252
333	0.1244724276
334	0.1240976317
335	0.1237607299
336	0.1234594471
337	0.122996174
338	0.1227457095
339	0.1224705213
340	0.121965476
341	0.121620235
342	0.1212062328
343	0.1208674033
344	0.1206754491
345	0.1204470541
346	0.120194525
347	0.1199339657
348	0.1197254217
349	0.1194072478
350	0.1189667807
351	0.1188243448
352	0.1187621732
353	0.1184165267
354	0.1180224111
355	0.117603456
356	0.1171769205
357	0.1169605394
358	0.1167376268
359	0.1163650576
360	0.1158898825
361	0.1155646185
362	0.1151693579
363	0.114835027
364	0.1146078593
365	0.1141702538
366	0.1140885207
367	0.113787471
368	0.1134605223
369	0.1130659895
370	0.1127579893
371	0.1125318236
372	0.1123194751
373	0.1121370376
374	0.1118285371
375	0.1114460773
376	0.1112550319
377	0.1110512664
378	0.1108393723
379	0.1106496584
380	0.1104951152
381	0.1100920094
382	0.1098761871
383	0.1097315207
384	0.1093726504
385	0.1092067044
386	0.1088769299
387	0.1086619833
388	0.1083760214
389	0.1081504903
390	0.1079503148
391	0.107635775
392	0.1072877022
393	0.1070227992
394	0.1067521388
395	0.1066099772
396	0.1065363125
397	0.1063308762
398	0.1060671305
399	0.1056385132
400	0.1054092093
401	0.1052733995
402	0.1051003832
403	0.1049959866
404	0.1047513476
405	0.1045263265
406	0.1042736707
407	0.1041131192
408	0.1039445196
409	0.1037035747
410	0.1035324635
411	0.1032898192
412	0.1032546084
413	0.1029737778
414	0.1026553865
415	0.1025228924
416	0.1024330223
417	0.1022299288
418	0.1020187677
419	0.1017322476
420	0.1015913063
421	0.1013835896
422	0.1011769843
423	0.1010627965
424	0.1008621191
425	0.1006830099
426	0.1003522002
427	0.1002295569
428	0.1000315732
429	0.09981304203
430	0.09959355109
431	0.09935157907
432	0.09909445995
433	0.09891219537
434	0.09877593718
435	0.0984746909
436	0.09823675057
437	0.09794412919
438	0.09774594265
439	0.09758474926
440	0.09739672489
441	0.0971169941
442	0.09689192264
443	0.09669826601
444	0.0964445452
445	0.09615633189
446	0.09589080847
447	0.09574644673
448	0.09554002389
449	0.09541107625
450	0.09522586479
451	0.09496518406
452	0.09487039724
453	0.09477698073
454	0.09454180354
455	0.09439604257
456	0.09417606522
457	0.09393538797
458	0.09367992109
459	0.09352060874
460	0.09329062012
461	0.09315878753
462	0.09293150837
463	0.09268383378
464	0.09245837861
465	0.09229370526
466	0.09215880216
467	0.09197980232
468	0.09185369257
469	0.09166356364
470	0.09148355998
471	0.09129740053
472	0.09105977429
473	0.09088564516
474	0.09063168425
475	0.09041296474
476	0.09025998382
477	0.09003223207
478	0.08993518261
479	0.0896361667
480	0.08944471397
481	0.08930169586
482	0.0891501554
483	0.08892587284
484	0.08874980091
485	0.08866282375
486	0.08857116515
487	0.08842390956
488	0.0880918135
489	0.08794213732
490	0.08771165368
491	0.08747395543
492	0.08728310058
493	0.0872331861
494	0.08697130673
495	0.08684798213
496	0.08660319163
497	0.08641461392
498	0.08601918088
499	0.08592294229
500	0.08576218029
501	0.08548621273
502	0.08526351066
503	0.08510531626
504	0.08495876618
505	0.08483602421
506	0.08463249901
507	0.0844952364
508	0.08430181496
509	0.08417502476
510	0.08404389752
511	0.08389884407
512	0.08374160556
513	0.08351828653
514	0.08328799591
515	0.08309960191
516	0.0829916679
517	0.08291852896
518	0.08270720995
519	0.08258386279
520	0.0822225202
521	0.08207413525
522	0.08190035681
523	0.08175335014
524	0.08155073348
525	0.08129740728
526	0.08111461115
527	0.08086234227
528	0.0806732236
529	0.0805558372
530	0.08034359545
531	0.08019867437
532	0.08000307707
533	0.07985601729
534	0.07974747136
535	0.07959977292
536	0.07946163399
537	0.07934649597
538	0.07922135933
539	0.07908007683
540	0.07887361
541	0.07874832293
542	0.07864238591
543	0.07846033256
544	0.07825061664
545	0.07812964171
546	0.07792192961
547	0.07785324874
548	0.07769843438
549	0.07740542118
550	0.07727859131
551	0.0769856724
552	0.07680308855
553	0.07668228533
554	0.07645311686
555	0.07623019356
556	0.07615508033
557	0.07600678303
558	0.07582779803
559	0.07567129841
560	0.07544812761
561	0.07524330894
562	0.07518319482
563	0.07493830576
564	0.07476452878
565	0.07469556415
566	0.07449015185
567	0.0743832557
568	0.07419759271
569	0.07407840732
570	0.07390387668
571	0.07377017691
572	0.07362709437
573	0.07354271666
574	0.07340109757
575	0.07325317506
576	0.0731175348
577	0.07289878661
578	0.07275537811
579	0.07261288124
580	0.0725047636
581	0.07241372696
582	0.07224281323
583	0.07204823617
584	0.07194196048
585	0.07167868715
586	0.0715755879
587	0.07140423361
588	0.07127672466
589	0.07110933993
590	0.07102919409
591	0.0707053284
592	0.07055413478
593	0.07045323764
594	0.07028512621
595	0.07020143572
596	0.07011969029
597	0.06995069661
598	0.06974842508
599	0.06964642885
600	0.06949530544
601	0.06943033988
602	0.06930804848
603	0.06919600049
604	0.06901546333
605	0.06888812951
606	0.06881826394
607	0.06878319244
608	0.06865779879
609	0.06859355519
610	0.0684823017
611	0.06838288548
612	0.06830647406
613	0.06821868946
614	0.06804448778
615	0.06799905569
616	0.06791229298
617	0.0678006726
618	0.06762234292
619	0.06751612254
620	0.06733483973
621	0.06711333789
622	0.06696469956
623	0.0669163376
624	0.06675213247
625	0.06667857801
626	0.06662450974
627	0.06650176164
628	0.06629163549
629	0.06619504897
630	0.0660695263
631	0.06585276852
632	0.06575895882
633	0.06570736893
634	0.06558367557
635	0.06547310908
636	0.06531622176
637	0.06514892291
638	0.06508533206
639	0.06493703382
640	0.06477383914
641	0.06467720337
642	0.06459412638
643	0.06452387428
644	0.0644011957
645	0.06417829462
646	0.0640940366
647	0.06395317052
648	0.06391588986
649	0.063806141
650	0.06361781306
651	0.0633950171
652	0.06325381372
653	0.0631083511
654	0.06296993183
655	0.06282821817
656	0.06259829544
657	0.06243035542
658	0.06227971894
659	0.06212338581
660	0.06191306831
661	0.06176238051
662	0.06159780117
663	0.06145660787
664	0.06130520774
665	0.06121541192
666	0.06111817181
667	0.06101304354
668	0.06082153899
669	0.06067683567
670	0.06056769829
671	0.0604659098
672	0.06026792043
673	0.06014151127
674	0.05993180835
675	0.05982708665
676	0.05969493037
677	0.05948648947
678	0.05940887245
679	0.05933993458
680	0.05922223075
681	0.05908958154
682	0.05900739555
683	0.05885278588
684	0.05873395814
685	0.05863987849
686	0.0584949324
687	0.0584189723
688	0.05831859878
689	0.05826804412
690	0.05826116743
691	0.05819607417
692	0.05810504272
693	0.05804156676
694	0.05786904222
695	0.05773922756
696	0.05759461218
697	0.05756647387
698	0.05747817924
699	0.05739224459
700	0.05726015293
701	0.05714607774
702	0.05709055035
703	0.05698770553
704	0.0568783638
705	0.05678559806
706	0.05671121871
707	0.05658906048
708	0.05645666231
709	0.05637326757
710	0.05629008141
711	0.05615422441
712	0.05601378336
713	0.05593616912
714	0.05582676913
715	0.05573375072
716	0.055619431
717	0.05553188824
718	0.05548449744
719	0.05541615257
720	0.05535516927
721	0.05520835958
722	0.05513400624
723	0.05500989016
724	0.05485244489
725	0.05475705994
726	0.05459005526
727	0.05453170164
728	0.05444759072
729	0.05437420573
730	0.05430319188
731	0.05422821299
732	0.0540561673
733	0.05393356519
734	0.05385225344
735	0.05378961609
736	0.05370921634
737	0.05363514262
738	0.05348586326
739	0.05344007325
740	0.05333878484
741	0.05326640472
742	0.05321442447
743	0.05307167584
744	0.05291078586
745	0.05283232096
746	0.05278248379
747	0.05268087317
748	0.05256815364
749	0.05250810422
750	0.05245158523
751	0.05237265485
752	0.05232376305
753	0.05220780689
754	0.05209742459
755	0.05206664328
756	0.05202505318
757	0.05193818745
758	0.05183863326
759	0.05168363517
760	0.05160942912
761	0.0515087621
762	0.05138901458
763	0.05133621376
764	0.05124150171
765	0.05115248623
766	0.05106559074
767	0.05097846252
768	0.0509177924
769	0.05076062113
770	0.05063495507
771	0.05049969911
772	0.05040796182
773	0.05031827213
774	0.05021157475
775	0.05016942678
776	0.05008269345
777	0.05000477492
778	0.04990090868
779	0.04986195951
780	0.04979955142
781	0.04974009933
782	0.04967661491
783	0.04958383937
784	0.04951079838
785	0.04938612789
786	0.0493025118
787	0.04922179744
788	0.04915829162
789	0.04903636
790	0.0489606745
791	0.04891136044
792	0.04886108891
793	0.04877352871
794	0.04871399379
795	0.04863005754
796	0.0485689242
797	0.04848428851
798	0.0483399645
799	0.04820342703
800	0.0481338816
801	0.04809271695
802	0.04802080898
803	0.04794230729
804	0.04785909035
805	0.04779139902
806	0.0477313188
807	0.04755671391
808	0.04745292268
809	0.0473641281
810	0.04726344668
811	0.04722909002
812	0.0471882012
813	0.04710499818
814	0.04708048882
815	0.04704337423
816	0.04691361847
817	0.0468504321
818	0.04673427909
819	0.04660747491
820	0.04654268573
821	0.04646176899
822	0.04638260065
823	0.04631413238
824	0.04623921881
825	0.04605530961
826	0.04601719931
827	0.04590744568
828	0.04574439924
829	0.04568612874
830	0.04558062447
831	0.04549768254
832	0.04539449207
833	0.04535281315
834	0.04530758544
835	0.04520995164
836	0.04515037459
837	0.04508432338
838	0.04501602839
839	0.04496469027
840	0.04488351065
841	0.04478536494
842	0.04472562477
843	0.04468029782
844	0.04463229987
845	0.04458362127
846	0.04456122806
847	0.04444564652
848	0.04438038171
849	0.04433803333
850	0.04429445837
851	0.04421725523
852	0.0441527487
853	0.04409897865
854	0.04398905645
855	0.04393130693
856	0.04381424069
857	0.04374245356
858	0.04371486071
859	0.04365684541
860	0.04360773863
861	0.04356882165
862	0.04346351293
863	0.04339847058
864	0.04334284362
865	0.04327319711
866	0.04315445066
867	0.04308982701
868	0.04296840814
869	0.04286573144
870	0.0428340683
871	0.04274120239
872	0.04265716459
873	0.04256316642
874	0.04247712873
875	0.04242793333
876	0.04237208461
877	0.04229273306
878	0.04220807971
879	0.04216307255
880	0.04208558977
881	0.0420158546
882	0.04195337067
883	0.04192988993
884	0.04185811269
885	0.04179139746
886	0.04172331498
887	0.04166352581
888	0.04160924206
889	0.04157437667
890	0.04146424851
891	0.04135343635
892	0.04128307423
893	0.04118212549
894	0.04113438303
895	0.04107803029
896	0.04105908484
897	0.04095950838
898	0.0408969467
899	0.04082828713
900	0.04080426421
901	0.04076501114
902	0.04069787251
903	0.04061583396
904	0.0405495732
905	0.04049805856
906	0.04041013625
907	0.04035374155
908	0.0403233452
909	0.0402765484
910	0.04018994983
911	0.04015164662
912	0.04010733356
913	0.0400035503
914	0.03996030309
915	0.03995661817
916	0.03989652377
917	0.0398609854
918	0.03980020251
919	0.03973606613
920	0.0396585956
921	0.03964229079
922	0.03954387735
923	0.03946506302
924	0.03944552296
925	0.03934406077
926	0.03927572482
927	0.03924375153
928	0.03918296981
929	0.0390839143
930	0.03904729666
931	0.03898057437
932	0.03892383837
933	0.03886136488
934	0.03880360864
935	0.03877406887
936	0.03874769955
937	0.0386902275
938	0.03861008471
939	0.03858844351
940	0.0385165865
941	0.03847358401
942	0.03843678212
943	0.03842645813
944	0.03838468185
945	0.03833856905
946	0.03830174755
947	0.03823880334
948	0.03819173737
949	0.03808224233
950	0.03803959966
951	0.03799477893
952	0.03794268212
953	0.03793566217
954	0.03786715817
955	0.03782269467
956	0.03774481035
957	0.03772096596
958	0.03767710362
959	0.03763939555
960	0.03754320683
961	0.03750564769
962	0.03742441692
963	0.03738467009
964	0.03737776262
965	0.0373459254
966	0.0372673761
967	0.03721891229
968	0.03720873552
969	0.03716739808
970	0.0371253968
971	0.0370332965
972	0.03700221482
973	0.03699820432
974	0.03691070767
975	0.03684210909
976	0.0367825011
977	0.03674154761
978	0.03667831821
979	0.03659463201
980	0.03654813745
981	0.03647771591
982	0.03644118629
983	0.03635693114
984	0.03628254268
985	0.03617223063
986	0.03615157504
987	0.03612556313
988	0.03604368484
989	0.03600458043
990	0.03592850168
991	0.03588962605
992	0.03586365997
993	0.03579621667
994	0.03576554187
995	0.03568286299
996	0.0356448098
997	0.03559636159
998	0.03553967795
999	0.03545873644
